time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-03-06T08:54:40.200Z,20.0175,-155.8983,27.8,3.1,Ml,,223.2,0.1527136,0.1,hv,hv60866726,2015-03-06T18:41:38.313Z,"11km NW of Waikoloa Village, Hawaii",earthquake
2015-03-06T08:49:16.000Z,63.1619,-149.8324,90.2,1.7,ml,,,,0.72,ak,ak11523319,2015-03-06T10:53:19.676Z,"51km WSW of Cantwell, Alaska",earthquake
2015-03-06T08:48:44.000Z,59.0537,-136.8402,1.9,3.7,ml,,,,0.67,ak,ak11523317,2015-03-06T23:53:46.395Z,"82km WSW of Haines, Alaska",earthquake
2015-03-06T08:43:30.480Z,38.8199997,-122.7649994,2.59,0.82,md,19,48,0.01114,0.03,nc,nc72406215,2015-03-06T09:01:05.527Z,"3km W of Cobb, California",earthquake
2015-03-06T08:40:45.430Z,36.067,-117.5828333,6.47,0.25,ml,10,124,0.07655,0.3,ci,ci37111039,2015-03-06T23:24:14.457Z,"32km ENE of Little Lake, California",earthquake
2015-03-06T08:27:29.000Z,59.584,-152.8623,101.8,2,ml,,,,0.46,ak,ak11523308,2015-03-06T09:29:34.439Z,"61km WSW of Anchor Point, Alaska",earthquake
2015-03-06T08:23:51.550Z,38.7885,-122.7825,3.14,0.28,md,25,79,0.006305,0.02,nc,nc72406210,2015-03-07T00:33:05.640Z,"2km WNW of The Geysers, California",earthquake
2015-03-06T08:23:39.360Z,44.8148333,-111.0055,5.84,1.27,ml,17,117,0.056,0.17,uu,uu60103662,2015-03-06T16:23:00.140Z,"18km NNE of West Yellowstone, Montana",earthquake
2015-03-06T08:22:18.590Z,-41.3545,80.5175,10,5.6,mb,,37,4.22,0.92,us,usc000tvgw,2015-03-06T16:24:48.607Z,"Mid-Indian Ridge",earthquake
2015-03-06T08:21:22.210Z,38.7883339,-122.7845001,3.06,1.05,md,17,80,0.005526,0.03,nc,nc72406205,2015-03-06T08:50:02.527Z,"2km WNW of The Geysers, California",earthquake
2015-03-06T08:20:00.870Z,33.8205,-116.9746667,15.42,0.43,ml,16,71,0.1143,0.13,ci,ci37111031,2015-03-06T23:22:49.444Z,"4km NNW of San Jacinto, California",earthquake
2015-03-06T08:18:44.210Z,33.6516667,-116.708,17.62,0.51,ml,18,72,0.0333,0.08,ci,ci37111023,2015-03-06T23:09:02.923Z,"10km S of Idyllwild, California",earthquake
2015-03-06T08:07:31.380Z,38.7876663,-122.7843323,3.1,1.39,md,21,80,0.006177,0.03,nc,nc72406200,2015-03-06T11:32:04.317Z,"2km WNW of The Geysers, California",earthquake
2015-03-06T08:04:11.049Z,38.2305,-118.3634,10.7248,0.93,ml,11,85.5,0.113,0.1131,nn,nn00486005,2015-03-06T15:11:50.178Z,"39km SE of Hawthorne, Nevada",earthquake
2015-03-06T08:03:53.880Z,33.4058333,-116.3326667,15.15,1.22,ml,20,181,0.1407,0.15,ci,ci37128476,2015-03-06T23:06:29.282Z,"17km NNE of Borrego Springs, California",earthquake
2015-03-06T08:03:42.730Z,33.4098333,-116.3493333,14.89,1.46,ml,49,49,0.1522,0.18,ci,ci37111015,2015-03-06T23:02:38.280Z,"17km N of Borrego Springs, California",earthquake
2015-03-06T08:02:40.550Z,38.8409996,-122.8255005,2.36,0.18,md,5,173,0.008162,0,nc,nc72406195,2015-03-06T10:28:02.135Z,"9km WNW of Cobb, California",earthquake
2015-03-06T07:47:00.000Z,63.6758,-150.4852,5.5,1.2,ml,,,,0.26,ak,ak11523288,2015-03-06T09:29:33.727Z,"77km WSW of Healy, Alaska",earthquake
2015-03-06T07:44:56.580Z,33.8206667,-116.978,14.97,0.96,ml,42,46,0.114,0.21,ci,ci37111007,2015-03-06T17:08:56.751Z,"4km NNW of San Jacinto, California",earthquake
2015-03-06T07:30:38.000Z,61.5007,-151.6933,75.2,1.7,ml,,,,1.06,ak,ak11523286,2015-03-06T09:29:34.991Z,"92km W of Big Lake, Alaska",earthquake
2015-03-06T07:29:15.570Z,38.8079987,-122.7381668,2.59,0.88,md,17,60,0.02316,0.04,nc,nc72406190,2015-03-06T08:01:02.456Z,"2km SW of Cobb, California",earthquake
2015-03-06T07:22:28.310Z,38.8148346,-122.8186646,3.01,0.43,md,10,68,0.01015,0.02,nc,nc72406185,2015-03-06T07:38:03.612Z,"6km NW of The Geysers, California",earthquake
2015-03-06T07:19:52.000Z,59.8457,-152.5003,34.8,1.5,ml,,,,0.33,ak,ak11523284,2015-03-06T09:29:35.688Z,"38km WNW of Anchor Point, Alaska",earthquake
2015-03-06T07:11:15.000Z,62.5939,-152.1361,0.1,2.9,ml,,,,0.88,ak,ak11523278,2015-03-06T15:13:48.011Z,"108km WNW of Talkeetna, Alaska",earthquake
2015-03-06T07:09:38.680Z,37.2896,-118.3537,5.7027,0.5,ml,7,198.07,0.093,0.0401,nn,nn00485979,2015-03-06T17:17:10.194Z,"8km SSE of Bishop, California",earthquake
2015-03-06T06:56:18.850Z,38.3626667,-112.1956667,6.02,1.78,ml,20,48,0.141,0.29,uu,uu60103657,2015-03-06T16:10:08.330Z,"14km N of Junction, Utah",earthquake
2015-03-06T06:53:46.220Z,35.1181667,-118.8003333,1.1,1.4,ml,22,79,0.0259,0.18,ci,ci37110999,2015-03-06T22:58:03.422Z,"10km SSE of Arvin, California",earthquake
2015-03-06T06:50:38.800Z,38.7953339,-122.7583313,1.99,0.43,md,11,122,0.02076,0.01,nc,nc72406165,2015-03-06T09:21:04.244Z,"2km N of The Geysers, California",earthquake
2015-03-06T06:41:18.880Z,4.0424,126.3983,119.41,4.8,mb,,85,3.389,0.64,us,usc000tvge,2015-03-06T14:43:57.504Z,"182km SE of Sarangani, Philippines",earthquake
2015-03-06T06:16:36.970Z,38.8434982,-122.8404999,2.65,1.35,md,22,63,0.006273,0.02,nc,nc72406160,2015-03-06T10:06:04.905Z,"10km WNW of Cobb, California",earthquake
2015-03-06T06:15:20.250Z,35.971,-117.9218333,1.95,0.06,ml,13,80,0.04465,0.11,ci,ci37110975,2015-03-06T22:56:14.194Z,"4km NNW of Little Lake, California",earthquake
2015-03-06T06:05:55.410Z,37.48,-118.7003333,9.06,0.59,md,9,173,0.1501,0.02,nc,nc72406150,2015-03-06T17:25:11.900Z,"25km WNW of West Bishop, California",earthquake
2015-03-06T06:01:51.160Z,41.8737,-119.6323,8.2177,0.51,ml,5,221.06,0.145,0.1492,nn,nn00485987,2015-03-06T09:03:59.205Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-06T06:01:22.150Z,36.057,-117.5998333,2.26,0.58,ml,13,77,0.08981,0.18,ci,ci37110959,2015-03-06T17:09:14.313Z,"31km ENE of Little Lake, California",earthquake
2015-03-06T05:58:29.997Z,41.8864,-119.6343,9.4068,1.46,ml,5,218.93,0.137,0.1704,nn,nn00485985,2015-03-06T16:46:01.310Z,"73km SE of Lakeview, Oregon",earthquake
2015-03-06T05:54:09.820Z,33.4705,-116.5658333,8.66,0.37,ml,19,79,0.03881,0.08,ci,ci37110943,2015-03-06T17:09:17.535Z,"14km SE of Anza, California",earthquake
2015-03-06T05:49:18.000Z,64.3412,-147.2919,13.6,0.9,ml,,,,1.29,ak,ak11523256,2015-03-06T06:36:22.361Z,"27km SW of Salcha, Alaska",earthquake
2015-03-06T05:46:15.180Z,38.840332,-122.8290024,2.63,0.57,md,11,73,0.005355,0.03,nc,nc72406145,2015-03-06T06:18:02.834Z,"9km WNW of Cobb, California",earthquake
2015-03-06T05:42:51.070Z,38.7750015,-122.4546661,5.9,1.54,md,12,77,0.0312,0.2,nc,nc72406140,2015-03-06T09:41:05.791Z,"9km ESE of Hidden Valley Lake, California",earthquake
2015-03-06T05:35:48.120Z,38.7910004,-122.7558365,2.38,0.23,md,8,84,0.01683,0.01,nc,nc72406130,2015-03-06T06:06:02.897Z,"1km N of The Geysers, California",earthquake
2015-03-06T05:32:48.120Z,33.3011667,-116.2368333,7.56,1.19,ml,39,45,0.1091,0.29,ci,ci37110919,2015-03-06T17:14:10.190Z,"14km ENE of Borrego Springs, California",earthquake
2015-03-06T05:28:03.610Z,35.1095,-118.8276667,3.09,1.09,ml,7,208,0.01747,0.07,ci,ci37110911,2015-03-06T22:53:09.141Z,"11km S of Arvin, California",earthquake
2015-03-06T05:23:43.120Z,35.1111667,-118.8073333,2.45,1.31,ml,13,97,0.02438,0.18,ci,ci37110895,2015-03-06T05:40:51.500Z,"11km S of Arvin, California",earthquake
2015-03-06T05:16:32.150Z,38.7874985,-122.774498,2.52,0.53,md,7,116,0.01192,0.02,nc,nc72406125,2015-03-06T05:32:01.915Z,"1km NW of The Geysers, California",earthquake
2015-03-06T05:06:05.360Z,35.1131667,-118.847,5.11,1.33,ml,7,237,0.01949,0.08,ci,ci37110863,2015-03-06T05:32:38.335Z,"11km S of Arvin, California",earthquake
2015-03-06T04:49:26.230Z,35.1061667,-118.6875,1.98,1.86,ml,36,77,0.09128,0.16,ci,ci37110855,2015-03-06T05:17:45.870Z,"17km SE of Arvin, California",earthquake
2015-03-06T04:42:58.270Z,35.1128333,-118.8073333,2.12,1.4,ml,29,84,0.02334,0.19,ci,ci37110847,2015-03-06T05:02:06.630Z,"11km S of Arvin, California",earthquake
2015-03-06T04:39:48.148Z,41.8793,-119.5989,0.9199,0.49,ml,4,220.96,0.163,0.1004,nn,nn00485983,2015-03-06T08:38:29.991Z,"70km ESE of Lakeview, Oregon",earthquake
2015-03-06T04:39:37.190Z,36.0631667,-117.5906667,1.1,1.23,ml,31,64,0.08253,0.31,ci,ci37110831,2015-03-06T13:57:06.671Z,"32km ENE of Little Lake, California",earthquake
2015-03-06T04:39:01.550Z,33.9825,-116.9705,17.48,1.08,ml,43,37,0.07096,0.17,ci,ci37110823,2015-03-06T05:26:58.900Z,"6km N of Beaumont, California",earthquake
2015-03-06T04:33:37.000Z,64.8486,-149.2606,2,0.8,ml,,,,0.43,ak,ak11523226,2015-03-06T06:36:18.225Z,"30km NNW of North Nenana, Alaska",earthquake
2015-03-06T04:25:16.350Z,44.154,-122.8891667,7.39,0.9,md,11,85,0.08215,0.18,uw,uw60980306,2015-03-06T16:36:26.840Z,"14km E of Coburg, Oregon",earthquake
2015-03-06T04:19:27.000Z,61.1532,-152.1545,4.6,0,ml,,,,0.21,ak,ak11523223,2015-03-06T22:05:33.810Z,"69km NW of Nikiski, Alaska",earthquake
2015-03-06T04:10:40.000Z,64.8508,-148.756,18.4,0.8,ml,,,,0.19,ak,ak11523222,2015-03-06T05:12:51.626Z,"34km NNE of North Nenana, Alaska",earthquake
2015-03-06T04:01:49.680Z,34.9917,-2.7953,5,4.3,mb,,76,2.967,0.67,us,usc000tvft,2015-03-06T12:04:51.043Z,"7km NW of Zaio, Morocco",earthquake
2015-03-06T03:49:03.650Z,38.8063316,-122.7388306,3.01,0.57,md,11,88,0.01339,0.02,nc,nc72406115,2015-03-06T04:27:02.775Z,"2km SW of Cobb, California",earthquake
2015-03-06T03:30:58.000Z,60.2352,-141.1941,0,1,ml,,,,0.52,ak,ak11523212,2015-03-06T22:05:32.571Z,"71km ENE of Cape Yakataga, Alaska",earthquake
2015-03-06T03:28:56.720Z,38.8153343,-122.7614975,2.46,1.37,md,24,46,0.01513,0.04,nc,nc72406110,2015-03-06T08:15:06.010Z,"3km WSW of Cobb, California",earthquake
2015-03-06T03:24:42.670Z,35.12,-118.8113333,2.44,1.37,ml,16,81,0.01685,0.16,ci,ci37110791,2015-03-06T04:36:21.049Z,"10km S of Arvin, California",earthquake
2015-03-06T03:22:03.300Z,18.8586,-65.8065,15,3.1,Md,11,216,0.58480325,0.18,pr,pr15065001,2015-03-06T11:24:37.775Z,"47km N of Loiza, Puerto Rico",earthquake
2015-03-06T03:20:21.440Z,33.4631667,-116.398,7.85,0.65,ml,14,180,0.1456,0.12,ci,ci37110783,2015-03-06T04:32:15.872Z,"23km N of Borrego Springs, California",earthquake
2015-03-06T03:15:29.000Z,65.1589,-149.0865,11.9,0.9,ml,,,,0.51,ak,ak11523211,2015-03-06T05:12:47.483Z,"61km NW of Ester, Alaska",earthquake
2015-03-06T03:13:09.670Z,37.4978333,-118.8353333,11.61,0.7,md,17,120,0.09217,0.02,nc,nc72406105,2015-03-06T17:18:09.940Z,"20km SE of Mammoth Lakes, California",earthquake
2015-03-06T03:12:27.730Z,33.474,-116.5706667,10,0.44,ml,22,106,0.03348,0.12,ci,ci37110775,2015-03-06T04:29:50.280Z,"13km SE of Anza, California",earthquake
2015-03-06T02:53:44.640Z,37.8053333,-122.2016667,9.32,1.85,md,80,27,0.0312,0.08,nc,nc72406100,2015-03-06T20:22:45.221Z,"3km SE of Piedmont, California",earthquake
2015-03-06T02:50:58.700Z,17.9654,-66.022,15,2.1,Md,3,226.8,0.08084838,0.05,pr,pr15065000,2015-03-06T03:36:34.703Z,"2km S of Palmas, Puerto Rico",earthquake
2015-03-06T02:45:00.350Z,36.0101667,-117.8118333,1.21,0.29,ml,9,83,0.02772,0.16,ci,ci37110759,2015-03-06T03:24:23.930Z,"12km NE of Little Lake, California",earthquake
2015-03-06T02:44:50.000Z,63.3273,-145.3259,4.7,2.2,ml,,,,0.79,ak,ak11523207,2015-03-06T03:52:20.190Z,"60km S of Deltana, Alaska",earthquake
2015-03-06T02:41:05.630Z,40.2238333,-121.1766667,9.01,1.66,md,13,126,0.2555,0.21,nc,nc72406095,2015-03-06T22:12:04.596Z,"10km SSE of Chester, California",earthquake
2015-03-06T02:40:13.580Z,38.8103333,-122.8258333,3.1,0.19,md,13,101,0.002995,0.03,nc,nc72406090,2015-03-07T00:03:03.769Z,"7km WNW of The Geysers, California",earthquake
2015-03-06T02:32:52.310Z,38.7953339,-122.7685013,3.97,0.92,md,17,82,0.01532,0.02,nc,nc72406085,2015-03-06T02:34:30.030Z,"2km NNW of The Geysers, California",earthquake
2015-03-06T02:32:06.000Z,58.1851,-152.5954,60,2.6,ml,,,,0.55,ak,ak11523204,2015-03-06T10:35:02.473Z,"45km NNW of Kodiak, Alaska",earthquake
2015-03-06T02:21:36.800Z,45.307,-121.8821667,3.61,0.28,md,4,277,0.06628,0.23,uw,uw60980286,2015-03-06T03:03:25.050Z,"9km SE of Mount Hood Village, Oregon",earthquake
2015-03-06T02:19:24.530Z,45.9596667,-122.4998333,19.02,0.46,md,7,312,0.1263,0.11,uw,uw60980281,2015-03-06T03:01:20.070Z,"6km NW of Amboy, Washington",earthquake
2015-03-06T02:18:47.810Z,38.8118324,-122.8190002,3.11,1.15,md,23,50,0.008485,0.02,nc,nc72406075,2015-03-06T06:58:04.501Z,"6km NW of The Geysers, California",earthquake
2015-03-06T02:18:07.900Z,38.779335,-122.4613342,7.31,1.65,md,11,87,0.02847,0.16,nc,nc72406080,2015-03-06T06:24:05.244Z,"9km ESE of Hidden Valley Lake, California",earthquake
2015-03-06T02:03:04.620Z,36.0585,-117.6003333,1.87,0.66,ml,18,108,0.09021,0.12,ci,ci37110727,2015-03-06T02:15:42.575Z,"31km ENE of Little Lake, California",earthquake
2015-03-06T01:52:59.000Z,63.8957,-148.2828,2.6,1,ml,,,,0.55,ak,ak11523203,2015-03-06T03:52:25.818Z,"33km E of Healy, Alaska",earthquake
2015-03-06T01:49:17.000Z,61.7593,-150.9704,55.7,1.9,ml,,,,0.54,ak,ak11523199,2015-03-06T03:52:25.118Z,"49km W of Willow, Alaska",earthquake
2015-03-06T01:43:16.000Z,60.1554,-141.2522,0,1.2,ml,,,,0.84,ak,ak11523198,2015-03-06T03:52:23.412Z,"66km E of Cape Yakataga, Alaska",earthquake
2015-03-06T01:38:43.150Z,38.7845001,-122.7350006,2.53,0.47,md,7,97,0.001846,0.02,nc,nc72406060,2015-03-06T02:44:02.860Z,"2km ENE of The Geysers, California",earthquake
2015-03-06T01:29:32.000Z,63.1308,-149.3537,81.2,0.8,ml,,,,0.38,ak,ak11523184,2015-03-06T22:05:42.362Z,"35km SW of Cantwell, Alaska",earthquake
2015-03-06T01:07:40.230Z,38.8058319,-122.7993317,4.51,0.5,md,8,121,0.01635,0.02,nc,nc72406045,2015-03-06T01:59:05.257Z,"4km NW of The Geysers, California",earthquake
2015-03-06T01:03:05.000Z,64.9854,-147.4419,0.1,1.5,ml,,,,0.64,ak,ak11523177,2015-03-06T02:22:27.502Z,"20km NE of Fairbanks, Alaska",earthquake
2015-03-06T00:59:47.670Z,38.7910004,-122.7473297,1.65,1.35,md,23,44,0.01135,0.04,nc,nc72406035,2015-03-06T05:32:01.776Z,"1km NNE of The Geysers, California",earthquake
2015-03-06T00:54:13.880Z,36.3945,-89.5368333,9.13,1.33,md,17,138,0.0382,0.02,nm,nm60093491,2015-03-06T13:47:59.370Z,"6km WNW of Tiptonville, Tennessee",earthquake
2015-03-06T00:43:11.050Z,36.004,-117.5636667,5,-0.2,ml,5,141,0.07481,0.11,ci,ci37110695,2015-03-06T02:07:19.573Z,"30km NNW of Searles Valley, California",earthquake
2015-03-06T00:37:49.340Z,14.1738,-93.355,45.45,4.3,mb,,148,1.646,0.64,us,usc000tvem,2015-03-06T08:40:27.498Z,"117km WSW of Puerto Madero, Mexico",earthquake
2015-03-06T00:34:55.000Z,61.7216,-150.6383,0.4,1.5,ml,,,,0.83,ak,ak11523069,2015-03-06T02:20:41.306Z,"31km W of Willow, Alaska",earthquake
2015-03-06T00:15:44.090Z,32.7338333,-115.7008333,5,0.44,ml,4,288,0.08698,0.11,ci,ci37110671,2015-03-06T02:20:56.385Z,"15km WSW of El Centro, California",earthquake
2015-03-06T00:07:46.110Z,51.1729,-175.9957,4.48,4.4,mb,,225,0.922,1.07,us,usc000tvea,2015-03-06T08:10:17.065Z,"91km SSE of Adak, Alaska",earthquake
2015-03-06T00:01:00.040Z,33.4903333,-116.479,16.21,0.58,ml,22,138,0.05542,0.12,ci,ci37110631,2015-03-06T01:49:32.417Z,"19km ESE of Anza, California",earthquake
2015-03-05T23:59:36.080Z,25.313,124.9829,20.22,4.7,mb,,68,1.978,0.83,us,usc000tvek,2015-03-06T05:45:32.951Z,"64km NNW of Hirara, Japan",earthquake
2015-03-05T23:59:31.201Z,37.1657,-117.3678,7.7521,0.41,ml,11,160.42,0.167,0.1384,nn,nn00485945,2015-03-06T16:17:00.593Z,"61km WNW of Beatty, Nevada",earthquake
2015-03-05T23:44:37.470Z,33.4801667,-116.4368333,14.58,0.44,ml,17,114,0.04411,0.13,ci,ci37110615,2015-03-06T01:44:10.489Z,"24km ESE of Anza, California",earthquake
2015-03-05T23:35:08.840Z,33.4746667,-116.5668333,9.36,0.39,ml,21,107,0.03568,0.08,ci,ci37110583,2015-03-06T01:39:34.680Z,"13km SE of Anza, California",earthquake
2015-03-05T23:06:00.510Z,42.2726,142.6024,59.28,4.8,mb,,37,0.486,0.81,us,usc000tve1,2015-03-05T23:34:32.223Z,"20km ESE of Shizunai, Japan",earthquake
2015-03-05T23:00:50.230Z,38.8366661,-122.80233,2.66,1.35,md,19,65,0.009521,0.02,nc,nc72406000,2015-03-06T03:01:04.852Z,"7km WNW of Cobb, California",earthquake
2015-03-05T22:54:48.670Z,28.0097,56.7845,10,5.2,mb,,73,3.095,0.88,us,usc000tvdv,2015-03-06T06:57:30.914Z,"99km NNW of Minab, Iran",earthquake
2015-03-05T22:53:24.900Z,33.4768333,-116.5715,9.81,0.83,ml,30,105,0.03124,0.14,ci,ci37110495,2015-03-06T01:34:36.510Z,"13km SE of Anza, California",earthquake
2015-03-05T22:51:58.182Z,41.8659,-119.632,8.4005,0.93,ml,5,222.33,0.15,0.1461,nn,nn00485953,2015-03-06T00:33:29.300Z,"69km ESE of Lakeview, Oregon",earthquake
2015-03-05T22:41:46.100Z,38.8139992,-122.8153305,3.34,0.38,md,10,86,0.01024,0.02,nc,nc72405990,2015-03-05T23:53:03.378Z,"6km NW of The Geysers, California",earthquake
2015-03-05T22:41:19.690Z,38.8146667,-122.8130035,3.14,1.35,md,30,44,0.009011,0.03,nc,nc72405985,2015-03-06T03:15:06.501Z,"6km NW of The Geysers, California",earthquake
2015-03-05T22:34:11.989Z,37.5764,-117.1738,9.842,1.43,ml,16,118.11,0.5,0.1358,nn,nn00485925,2015-03-05T23:00:32.422Z,"15km SSE of Goldfield, Nevada",earthquake
2015-03-05T22:25:37.000Z,63.5413,-147.7601,18.5,1.1,ml,,,,0.13,ak,ak11523023,2015-03-06T00:44:58.766Z,"61km ENE of Cantwell, Alaska",earthquake
2015-03-05T22:19:30.100Z,38.8398323,-122.8003311,2.49,1.05,md,7,131,0.01809,0.01,nc,nc72405970,2015-03-05T23:07:02.694Z,"6km WNW of Cobb, California",earthquake
2015-03-05T22:17:16.900Z,38.814167,-122.8138351,3.21,0.87,md,20,50,0.009672,0.02,nc,nc72405965,2015-03-05T23:07:02.617Z,"6km NW of The Geysers, California",earthquake
2015-03-05T22:15:28.370Z,49.4665,-120.5745,0.01,2.47,md,9,230,0.6435,0.2,uw,uw60980111,2015-03-05T22:39:58.020Z,"4km WNW of Princeton, Canada",explosion
2015-03-05T22:14:54.000Z,61.1754,-152.2955,1,2.2,ml,,,,0.8,ak,ak11523018,2015-03-06T22:05:41.596Z,"76km NW of Nikiski, Alaska",earthquake
2015-03-05T22:12:27.510Z,33.8418333,-117.4896667,0.01,1.66,ml,48,47,0.04443,0.23,ci,ci37110455,2015-03-06T04:17:28.157Z,"5km SE of Home Gardens, California",quarry blast
2015-03-05T22:02:51.020Z,38.8144989,-122.8141632,3.1,1.12,md,22,45,0.00944,0.02,nc,nc72405955,2015-03-06T01:54:02.550Z,"6km NW of The Geysers, California",earthquake
2015-03-05T21:57:31.000Z,59.1143,-153.1542,37.2,1.7,ml,,,,0.52,ak,ak11523013,2015-03-05T23:14:34.471Z,"105km SW of Anchor Point, Alaska",earthquake
2015-03-05T21:51:35.560Z,46.1773333,-118.4038333,0.01,1.89,ml,13,76,0.3165,0.73,uw,uw60980096,2015-03-05T22:37:45.880Z,"13km NNW of Walla Walla, Washington",explosion
2015-03-05T21:42:38.000Z,60.8036,-146.1525,22.2,1.4,ml,,,,0.56,ak,ak11523008,2015-03-05T23:14:33.553Z,"36km NW of Cordova, Alaska",earthquake
2015-03-05T21:41:55.130Z,33.3661667,-116.4051667,13.46,1.7,ml,57,42,0.0506,0.21,ci,ci37110399,2015-03-06T01:26:26.760Z,"13km NNW of Borrego Springs, California",earthquake
2015-03-05T21:35:58.000Z,60.0498,-150.6087,28.3,2.1,ml,,,,0.79,ak,ak11523005,2015-03-05T23:14:37.123Z,"51km NE of Fritz Creek, Alaska",earthquake
2015-03-05T21:30:33.470Z,-29.1977,-71.4246,39.63,5.3,mwr,,129,0.66,1.11,us,usc000tvct,2015-03-06T16:08:26.040Z,"80km NNW of La Serena, Chile",earthquake
2015-03-05T21:15:13.720Z,33.4735,-116.5715,8.86,-0.26,ml,6,276,0.03325,0.03,ci,ci37110367,2015-03-06T04:22:34.304Z,"13km SE of Anza, California",earthquake
2015-03-05T21:07:27.100Z,17.913,-66.6837,2,1.2,Md,4,248.4,0.14822202,0.3,pr,pr15064003,2015-03-05T23:28:42.560Z,"9km SSE of Tallaboa, Puerto Rico",earthquake
2015-03-05T21:05:02.260Z,37.2231667,-118.2533333,15.31,2,md,29,181,0.1404,0.05,nc,nc72405935,2015-03-06T19:41:10.190Z,"7km NNE of Big Pine, California",earthquake
2015-03-05T21:03:11.000Z,61.7066,-151.5587,91.8,3.2,ml,,,,0.63,ak,ak11522996,2015-03-06T05:05:55.663Z,"80km W of Willow, Alaska",earthquake
2015-03-05T21:02:08.450Z,32.7501,141.7634,25.54,4.5,mb,,128,1.679,0.5,us,usc000tvcj,2015-03-06T05:04:36.995Z,"187km E of Hachijo-jima, Japan",earthquake
2015-03-05T20:59:41.350Z,36.7917,-98.2629,9.39,3.3,mb_lg,,112,0.291,0.3,us,usc000tvcb,2015-03-05T21:46:07.616Z,"9km ENE of Cherokee, Oklahoma",earthquake
2015-03-05T20:55:10.610Z,33.4756667,-116.5685,9.61,0.81,ml,32,78,0.03396,0.18,ci,ci37110335,2015-03-06T01:15:10.900Z,"13km SE of Anza, California",earthquake
2015-03-05T20:46:11.480Z,46.4303333,-122.2216667,10.45,0.06,md,9,174,0.037,0.14,uw,uw60980061,2015-03-05T22:05:07.080Z,"14km SSE of Morton, Washington",earthquake
2015-03-05T20:33:09.000Z,36.8123,-98.2732,5.449,3.2,ml,,114,,0.48,us,usc000tvc3,2015-03-06T04:35:43.443Z,"9km NE of Cherokee, Oklahoma",earthquake
2015-03-05T20:29:29.440Z,34.7351667,-116.4321667,0.01,1.83,ml,19,56,0.113,0.31,ci,ci37110303,2015-03-06T04:00:16.994Z,"25km W of Ludlow, California",quarry blast
2015-03-05T20:25:50.000Z,62.2628,-147.6531,25.8,1.4,ml,,,,0.13,ak,ak11522994,2015-03-05T21:42:29.723Z,"81km NE of Sutton-Alpine, Alaska",earthquake
2015-03-05T20:12:33.440Z,38.8300018,-122.8280029,9.04,1,md,20,64,0.008798,0.14,nc,nc72405915,2015-03-05T20:41:03.400Z,"8km NW of The Geysers, California",earthquake
2015-03-05T20:12:19.100Z,38.8134995,-122.8183365,3.07,1.12,md,23,49,0.00965,0.02,nc,nc72405910,2015-03-06T00:24:26.532Z,"6km NW of The Geysers, California",earthquake
2015-03-05T20:07:53.690Z,33.4738333,-116.571,9.12,0.16,ml,12,134,0.03336,0.09,ci,ci37110279,2015-03-06T00:13:19.876Z,"13km SE of Anza, California",earthquake
2015-03-05T19:55:47.480Z,46.1996667,-122.1785,3.79,0.57,md,6,142,0.008422,0.1,uw,uw60980036,2015-03-05T22:38:50.800Z,"38km NNE of Amboy, Washington",earthquake
2015-03-05T19:49:05.400Z,36.6269,-97.6626,5.289,2.9,ml,,66,,0.35,us,usc000tvbm,2015-03-06T03:51:46.478Z,"20km SSE of Medford, Oklahoma",earthquake
2015-03-05T19:48:45.950Z,41.4788333,-112.1686667,1.52,0.85,md,9,76,0.127,0.1,uu,uu60103617,2015-03-06T15:37:17.300Z,"11km W of Perry, Utah",earthquake
2015-03-05T19:45:10.000Z,18.6865,-64.5761,26,3.2,Md,6,291.6,0.27129122,0.21,pr,pr15064002,2015-03-06T03:47:43.857Z,"30km N of Road Town, British Virgin Islands",earthquake
2015-03-05T19:43:31.020Z,37.5418333,-121.8675,5.74,1.93,md,56,59,0.01583,0.08,nc,nc72405880,2015-03-06T19:34:03.180Z,"10km E of Fremont, California",earthquake
2015-03-05T19:42:47.210Z,34.541,-118.1313333,9.46,1.25,ml,30,40,0.0156,0.17,ci,ci37110239,2015-03-06T00:26:29.840Z,"5km NNW of Vincent, California",earthquake
2015-03-05T19:31:15.240Z,27.5822,56.0236,31.39,4.1,mb,,136,2.631,1.15,us,usc000tvbi,2015-03-06T03:33:54.761Z,"50km NNW of Bandar 'Abbas, Iran",earthquake
2015-03-05T19:27:58.070Z,35.2658333,-118.6251667,8.23,1.09,ml,10,108,0.06256,0.12,ci,ci37110199,2015-03-06T04:04:59.038Z,"20km ENE of Arvin, California",earthquake
2015-03-05T19:19:32.870Z,47.886,-122.65,0.01,0.9,md,6,256,0.2488,0.23,uw,uw60980016,2015-03-05T22:23:49.770Z,"5km SSE of Port Ludlow, Washington",explosion
2015-03-05T19:13:06.580Z,36.117,-117.8581667,4.82,0.13,ml,11,147,0.002793,0.14,ci,ci37110175,2015-03-06T03:47:16.872Z,"11km NE of Coso Junction, California",earthquake
2015-03-05T19:09:02.930Z,46.1345,-122.1625,6.37,-0.32,md,9,169,0.004762,0.17,uw,uw60980011,2015-03-05T22:16:41.050Z,"33km NE of Amboy, Washington",earthquake
